snapshot,IDNKA,MYSPE,MYSSK,MYSSH,SGPXX,THANO,THASO,THACE
05/01/2030 06:00,2382.764705,25321.69272,4084.196901,575.3692032,9158.70958,5611.4,3050.4,16571.8
05/01/2030 07:00,2289.048092,25384.96661,4711.901055,663.7982499,8756.330215,5611.4,3050.4,16571.8
05/01/2030 08:00,2385.056927,25420.78202,4583.074866,645.6496093,8437.317875,5611.4,3050.4,16571.8
05/01/2030 09:00,2420.145555,24461.32702,3611.464473,508.7721005,8136.580573,5611.4,3050.4,16571.8
05/01/2030 10:00,2311.17685,23464.06687,4546.946488,640.5599537,7992.06404,6172.54,3355.44,18228.98
05/01/2030 11:00,2331.542361,24846.54164,4449.70622,626.8610412,7888.393243,6733.68,3660.48,19886.16
05/01/2030 12:00,2323.343259,25098.24437,7751.337825,1091.984832,7881.058588,7294.82,3965.52,21543.34
05/01/2030 13:00,2327.751378,24621.50149,7753.949558,1092.352765,8210.124252,7294.82,3965.52,21543.34
05/01/2030 14:00,2337.361078,23808.09377,7687.729225,1083.023847,8750.82717,6733.68,3660.48,19886.16
05/01/2030 15:00,2385.762226,22958.27372,7506.519433,1057.495564,9270.659585,5611.4,3050.4,16571.8
05/01/2030 16:00,2281.55429,21727.61649,8333.432806,1173.988598,9735.62582,5050.26,2745.36,14914.62
05/01/2030 17:00,2354.288255,20681.20964,4633.200349,652.7111345,9937.431515,5050.26,2745.36,14914.62
05/01/2030 18:00,2387.613636,20027.97639,3607.714305,508.2437883,9949.8339,4489.12,2440.32,13257.44
05/01/2030 19:00,2302.360612,19440.96184,4718.71474,664.7581411,9891.271645,4489.12,2440.32,13257.44
05/01/2030 20:00,2412.475428,19123.65722,4151.277369,584.8192949,9859.074725,4489.12,2440.32,13257.44
05/01/2030 21:00,2384.351628,19114.72327,3969.420637,559.1998731,10052.99546,5050.26,2745.36,14914.62
05/01/2030 22:00,2371.12727,19718.05372,4595.75149,647.4354534,10120.59256,5611.4,3050.4,16571.8
05/01/2030 23:00,2360.635947,19630.90289,4044.952187,569.8405275,10112.54334,5611.4,3050.4,16571.8
06/01/2030 00:00,2250.256644,21067.81708,7739.709067,1090.346608,10085.11025,6172.54,3355.44,18228.98
06/01/2030 01:00,2334.010907,22646.08274,7209.322813,1015.62741,10134.55552,6172.54,3355.44,18228.98
06/01/2030 02:00,2336.391292,23529.52948,7262.500929,1023.118981,10124.69932,6733.68,3660.48,19886.16
06/01/2030 03:00,2342.210009,23995.72672,8011.305772,1128.608324,10085.60306,6733.68,3660.48,19886.16
06/01/2030 04:00,2295.748433,23733.67731,8388.852729,1181.795988,9998.12928,6733.68,3660.48,19886.16
06/01/2030 05:00,2382.23573,23832.76661,4310.580274,607.2614023,9695.05113,6172.54,3355.44,18228.98
06/01/2030 06:00,2353.053982,24485.20396,3674.477857,517.6492339,9228.442195,6172.54,3355.44,18228.98
06/01/2030 07:00,2360.988596,25043.92433,4774.914439,672.6753833,8895.795445,6172.54,3355.44,18228.98
06/01/2030 08:00,2413.886026,25415.60868,3807.054214,536.3261867,8645.69437,6172.54,3355.44,18228.98
06/01/2030 09:00,2307.562193,24448.79163,4536.276997,639.0568682,8353.45804,6733.68,3660.48,19886.16
06/01/2030 10:00,2369.364023,23472.22483,4435.128103,624.8073205,8159.767283,6733.68,3660.48,19886.16
06/01/2030 11:00,2359.401673,24611.75174,3643.525768,513.2887979,8035.833781,7294.82,3965.52,21543.34
06/01/2030 12:00,2255.63455,24739.89131,7682.703148,1082.315788,7995.51371,7855.96,4270.56,23200.52
06/01/2030 13:00,2353.142144,23931.8559,6478.207932,912.6301757,8100.301543,7855.96,4270.56,23200.52
06/01/2030 14:00,2370.598296,23346.27398,6620.889991,932.730789,8315.51167,6733.68,3660.48,19886.16
06/01/2030 15:00,2270.357667,22656.62839,8096.657522,1140.632418,8584.832335,6172.54,3355.44,18228.98
06/01/2030 16:00,2353.406631,21508.74455,8308.897759,1170.532175,8984.58338,5611.4,3050.4,16571.8
06/01/2030 17:00,2389.376883,20438.26179,3799.553878,535.2695623,9191.72785,5050.26,2745.36,14914.62
06/01/2030 18:00,2276.705359,19738.92614,4459.900338,628.2971575,9309.920115,5050.26,2745.36,14914.62
06/01/2030 19:00,2364.867741,19183.98629,4752.307793,669.490628,9291.27547,4489.12,2440.32,13257.44
06/01/2030 20:00,2378.621073,18800.38337,4457.893206,628.0143989,9162.077115,5050.26,2745.36,14914.62
06/01/2030 21:00,2318.846978,18649.18265,4526.082878,637.6207519,9133.24773,5050.26,2745.36,14914.62
06/01/2030 22:00,2390.522994,18833.91057,4111.346004,579.193886,9177.43636,5611.4,3050.4,16571.8
06/01/2030 23:00,2328.633002,18680.46144,4129.568651,581.7610368,9168.483645,5611.4,3050.4,16571.8
07/01/2030 00:00,2328.456677,19392.55135,7625.379191,1074.240164,9185.567725,6172.54,3355.44,18228.98
07/01/2030 01:00,2365.57304,20737.7184,7255.77678,1022.171704,9343.34906,6733.68,3660.48,19886.16
07/01/2030 02:00,2377.915774,21402.2932,7395.544409,1041.861741,9458.6666,6733.68,3660.48,19886.16
07/01/2030 03:00,2284.110999,21797.65551,8281.710057,1166.702055,9533.984395,6733.68,3660.48,19886.16
07/01/2030 04:00,2359.313511,21440.09835,7793.653665,1097.946159,9547.20813,6733.68,3660.48,19886.16
07/01/2030 05:00,2355.698853,21530.23379,4634.256734,652.8599549,9415.62786,6733.68,3660.48,19886.16
07/01/2030 06:00,2289.31258,21963.00331,4534.269864,638.7741096,9084.377405,6172.54,3355.44,18228.98
07/01/2030 07:00,2395.812737,22135.11625,4214.607668,593.7410743,8781.38139,6172.54,3355.44,18228.98
07/01/2030 08:00,2303.065911,22157.40139,4621.421653,651.0517877,8405.86017,6733.68,3660.48,19886.16
07/01/2030 09:00,2384.08714,21779.15088,4578.638048,645.0245639,8222.288445,6733.68,3660.48,19886.16
07/01/2030 10:00,2396.870686,21715.877,3704.373562,521.8608495,7996.614319,6733.68,3660.48,19886.16
07/01/2030 11:00,2255.017413,23279.21957,4505.536184,634.7261963,7810.915298,7294.82,3965.52,21543.34
07/01/2030 12:00,2335.774155,23339.50884,7193.782187,1013.438094,7807.120661,7855.96,4270.56,23200.52
07/01/2030 13:00,2319.023302,23053.5825,7740.629032,1090.47621,7911.645662,7855.96,4270.56,23200.52
07/01/2030 14:00,2337.713727,22404.72668,7744.815089,1091.065929,8074.872547,7294.82,3965.52,21543.34
07/01/2030 15:00,2336.214967,21807.40526,8104.698578,1141.765217,8200.87585,6172.54,3355.44,18228.98
07/01/2030 16:00,2386.908337,20755.6261,7142.938949,1006.275454,8427.37954,5611.4,3050.4,16571.8
07/01/2030 17:00,2277.586983,19922.12196,4670.54357,657.9719336,8533.415825,5050.26,2745.36,14914.62
07/01/2030 18:00,2352.525008,19147.49437,4663.624246,656.9971603,8647.50134,5050.26,2745.36,14914.62
07/01/2030 19:00,2401.10248,18609.70611,3890.614293,548.0978757,8622.121625,5050.26,2745.36,14914.62
07/01/2030 20:00,2316.73108,18248.44802,4573.356121,644.2804622,8600.766525,5050.26,2745.36,14914.62
07/01/2030 21:00,2386.203038,18080.09571,4487.788911,632.2260145,8641.58762,5050.26,2745.36,14914.62
07/01/2030 22:00,2364.338767,18118.09983,4485.623321,631.9209328,8663.76407,5611.4,3050.4,16571.8
07/01/2030 23:00,2272.120915,17458.87745,4508.229966,635.1056882,8752.46987,6172.54,3355.44,18228.98
08/01/2030 00:00,2364.515092,17429.09097,6613.11567,931.6355664,8852.5103,6172.54,3355.44,18228.98
08/01/2030 01:00,2251.402755,18173.95197,7749.048904,1091.662376,8958.546585,6733.68,3660.48,19886.16
08/01/2030 02:00,2270.269505,18979.16195,7806.473812,1099.752222,9153.94575,6733.68,3660.48,19886.16
08/01/2030 03:00,2349.351162,19366.48569,7602.966165,1071.082685,9384.41656,6733.68,3660.48,19886.16
08/01/2030 04:00,2396.253549,19209.31574,7757.591881,1092.865885,9458.420195,6733.68,3660.48,19886.16
08/01/2030 05:00,2288.078306,19350.8463,4667.69133,657.5701187,9383.1024,6733.68,3660.48,19886.16
08/01/2030 06:00,2355.610691,19836.50323,4611.54445,649.6603175,9110.08566,6733.68,3660.48,19886.16
08/01/2030 07:00,2365.92569,20112.73952,4614.977702,650.1439836,8817.602925,6733.68,3660.48,19886.16
08/01/2030 08:00,2381.530431,20170.24315,4594.219731,647.2196639,8468.857715,6733.68,3660.48,19886.16
08/01/2030 09:00,2416.971709,20053.24615,4168.602088,587.2599485,8220.56361,6733.68,3660.48,19886.16
08/01/2030 10:00,2289.753391,20143.38159,4528.195649,637.9183926,8039.390227,7294.82,3965.52,21543.34
08/01/2030 11:00,2331.277873,21968.97255,4493.440572,633.0222034,7951.555058,7855.96,4270.56,23200.52
08/01/2030 12:00,2362.928169,22620.01708,7364.435841,1037.479261,7932.721503,7855.96,4270.56,23200.52
08/01/2030 13:00,2263.128352,22552.36576,7646.458465,1077.209748,8218.838775,7855.96,4270.56,23200.52
08/01/2030 14:00,2281.025316,21954.04946,7818.825119,1101.492236,8809.30729,7294.82,3965.52,21543.34
08/01/2030 15:00,2374.389278,21265.7967,6985.538927,984.1014191,9439.364875,6172.54,3355.44,18228.98
08/01/2030 16:00,2350.497273,19958.73326,7905.210984,1113.662014,10011.10661,5611.4,3050.4,16571.8
08/01/2030 17:00,2350.585435,19233.15288,4577.211927,644.8236564,10230.40706,5611.4,3050.4,16571.8
08/01/2030 18:00,2389.024234,18555.32638,4286.44187,603.8608575,10241.41315,5050.26,2745.36,14914.62
08/01/2030 19:00,2288.342793,18100.96813,4695.896817,661.5436218,10159.93523,5050.26,2745.36,14914.62
08/01/2030 20:00,2387.260986,17944.53439,3689.531348,519.7699237,10049.7922,5050.26,2745.36,14914.62
08/01/2030 21:00,2421.027179,18019.03044,3790.046411,533.9301792,10182.35809,5611.4,3050.4,16571.8
08/01/2030 22:00,2298.393305,18901.68128,4630.24247,652.2944376,10262.52185,5611.4,3050.4,16571.8
08/01/2030 23:00,2333.74642,19240.59453,4421.870467,622.9396253,10231.06414,6172.54,3355.44,18228.98
09/01/2030 00:00,2321.491849,21210.68076,7696.815648,1084.303914,10231.39268,6733.68,3660.48,19886.16
09/01/2030 01:00,2325.282831,22890.42342,7631.280702,1075.071551,10197.38879,6733.68,3660.48,19886.16
09/01/2030 02:00,2339.6533,23745.61578,7784.526775,1096.66039,10122.15313,6733.68,3660.48,19886.16
09/01/2030 03:00,2387.613636,24363.82952,7746.626634,1091.321134,10177.42999,6733.68,3660.48,19886.16
